GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4,
1.97712E+11,12/25/77,France,Saint-Martin-sur-Oreuse,Unknown,0,,,,,0,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97712E+11,12/2/77,France,Paris,Delta Group,0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,,
1.9771E+11,10/19/77,United States,Mount Vernon,May 19 Communist Order,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.9771E+11,10/8/77,United States,Richmond Heights,White extremists,0,,,,,1,2,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97709E+11,9/13/77,France,Antibes,Unknown,0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,,
1.97707E+11,7/7/77,France,Paris,Polisario Front,0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97706E+11,6/14/77,United States,New York City,Croatian Nationalists,0,,,,,0,1,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,Firearms,,,
1.97705E+11,5/26/77,United States,New York City,May 19 Communist Order,0,,,,,0,0,Business,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.97703E+11,3/9/77,United States,Washington,Hanafi Muslims,0,,,,,1,Unknown,Government (General),,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.97703E+11,3/9/77,United States,Washington,Hanafi Muslims,0,,,,,Unknown,Unknown,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97703E+11,3/9/77,United States,Washington,Hanafi Muslims,0,,,,,Unknown,Unknown,Religious Figures/Institutions,,,North America,Hostage Taking (Barricade Incident),,,Firearms,,,,
1.97703E+11,3/7/77,United States,Warrensville Heights,African-American extremists,0,,,,,0,0,Police,Private Citizens & Property,,North America,Hostage Taking (Kidnapping),,,Firearms,,,,
1.97701E+11,1/25/77,United States,San Francisco,New World Liberation Front (NWLF),0,,,,,0,1,Government (General),,,North America,Assassination,,,Firearms,,,,
1.97701E+11,1/7/77,United States,Miami,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,North America,Assassination,,,Firearms,,,,
1.97701E+11,1/4/77,France,Paris,Unknown,0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,,
1.97612E+11,12/6/76,United States,Pittsburgh,May 19 Communist Order,0,0,0,Business,Business,North America,,,,Armed Assault,Firearms,,,,,,,,
1.97611E+11,11/2/76,France,Paris,Rezi Rezai International Brigades,0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97609E+11,9/7/76,France,Ajaccio,Corsican National Liberation Front (FLNC),0,,,,,0,0,Airports and Aircraft,,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,Explosives/Bombs/Dynamite,,,
1.97607E+11,7/26/76,United States,New York City,Cypriot,0,,,,,0,0,Government (General),,,North America,Assassination,,,Firearms,,,,
1.97605E+11,5/14/76,France,Paris,Unknown,0,,,,,1,0,Business,,,Western Europe,Assassination,,,Firearms,,,,
1.97605E+11,5/13/76,United States,Hyattsville,Jewish Defense League (JDL),0,,,,,0,Unknown,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.97605E+11,5/13/76,United States,Hyattsville,Jewish Defense League (JDL),0,,,,,0,Unknown,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.97605E+11,5/11/76,France,Paris,Armed Nucleus for Popular Autonomy,0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97604E+11,4/5/76,United States,Unknown,Unknown,0,,,,,1,0,Maritime,,,North America,Armed Assault,,,Firearms,,,,
1.97604E+11,4/3/76,France,Hendaye,Basque Fatherland and Freedom (ETA),0,,,,,1,0,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.97604E+11,4/3/76,France,Hendaye,Basque Fatherland and Freedom (ETA),0,,,,,1,0,Police,,,Western Europe,Assassination,,,Firearms,,,,
1.97604E+11,4/2/76,United States,New York City,Jewish Defense League (JDL),0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.97603E+11,3/7/76,France,Paris,Unknown,0,,,,,0,0,Airports and Aircraft,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97602E+11,2/27/76,United States,New York City,Jewish Defense League (JDL),0,,,,,0,0,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,Firearms,,,
1.97602E+11,2/12/76,France,Paris,Front for the Liberation of the French Somali Coast,0,,,,,1,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,,,,
1.97601E+11,1/23/76,United States,Tukwila,George Jackson Brigade,0,,,,,1,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.9751E+11,10/24/75,France,Paris,Justice Commandos for the Armenian Genocide,0,,,,,2,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.9751E+11,10/8/75,France,Paris,Armed Nucleus for Popular Autonomy,0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.97509E+11,9/22/75,United States,San Francisco,Left-wing extremists,0,,,,,0,1,Government (General),,,North America,Assassination,,,Firearms,,,,
1.97509E+11,9/19/75,United States,Dayton,White extremists,0,,,,,1,0,Private Citizens & Property,,,North America,Assassination,,,Firearms,,,,
1.97509E+11,9/5/75,United States,Sacramento,Supporters of Charles Manson,0,,,,,0,0,Government (General),,,North America,Assassination,,,Firearms,,,,
1.97507E+11,7/2/75,United States,Chattanooga,Unknown,0,,,,,0,4,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,,
1.97506E+11,6/5/75,France,Paris,Nationalist Intervention Group,0,,,,,0,0,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,,
1.97506E+11,1975-06-00,France,Biarritz,Anti-Terrorism ETA (ATE),0,,,,,0,0,Business,,,Western Europe,Armed Assault,,,Firearms,,,,
1.97504E+11,4/21/75,United States,Sacramento,Symbionese Liberation Army (SLA),0,,,,,0,0,Business,,,North America,Armed Assault,,,Firearms,,,,
1.97502E+11,2/21/75,United States,Miami,Movement for Cuban Justice (Pragmatistas),0,,,,,1,0,Government (General),,,North America,Assassination,,,Firearms,,,,
1.97501E+11,1/19/75,United States,New York City,Unknown,0,,,,,0,0,Government (Diplomatic),,,North America,Armed Assault,,,Firearms,,,,
1.97412E+11,12/19/74,France,Paris,Raul Sendic International Brigade,0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,,
1.9741E+11,10/29/74,United States,New York City,Jewish Armed Resistance,0,,,,,0,1,Terrorists/Non-state Militia,,,North America,Armed Assault,,,Firearms,Melee,,,
