GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
199012090005,1990-12-09,"France","Poggio-Mezzanna","Resistenza",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
199012090004,1990-12-09,"France","Poggio-Mezzanna","Resistenza",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
199012090003,1990-12-09,"France","Poggio-Mezzanna","Resistenza",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
199012060004,1990-12-06,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,0,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
199012020002,1990-12-02,"France","Paris","Gracchus Babeuf",0,,,,,0,0,Educational Institution,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
199011280003,1990-11-28,"France","Bastia","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
199011270011,1990-11-27,"France","Bastia","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
199011210006,1990-11-21,"France","Paris","Unknown",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
199010270003,1990-10-27,"France","Aubagne","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,
199010230014,1990-10-23,"France","Paris","Unknown",0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
199005310013,1990-05-31,"France","Golfe Juan","Unknown",0,,,,,0,1,Government (General),,,Western Europe,Assassination,,,Firearms,,,
199001140001,1990-01-14,"France","Bastia","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Business,,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,Incendiary,,
198911130006,1989-11-13,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198910310008,1989-10-31,"France","Paris","France's Honour",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Assassination,,,Incendiary,,,
198910140006,1989-10-14,"France","Biarritz","Basque Fatherland and Freedom (ETA)",1,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198910140005,1989-10-14,"France","Ciboure","Basque Fatherland and Freedom (ETA)",1,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198910140004,1989-10-14,"France","Saint-Jean-de-Luz","Basque Fatherland and Freedom (ETA)",1,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Incendiary,,,
198910070011,1989-10-07,"France","Libourne","Action Directe",0,,,,,1,0,Military,,,Western Europe,Hostage Taking (Kidnapping),,,Firearms,,,
198908090006,1989-08-09,"France","Lyon","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198810140001,1988-10-14,"France","Nice","Unknown",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198809300003,1988-09-30,"France","Besancon","Unknown",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198809070018,1988-09-07,"France","Paris","Jewish Defense Organization",0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,
198803300013,1988-03-30,"France","Marseilles","Unknown",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,,,
198803290025,1988-03-29,"France","Marseilles","Unknown",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
198803290020,1988-03-29,"France","Paris","Unknown",0,,,,,1,0,Violent Political Party,,,Western Europe,Armed Assault,,,Firearms,,,
198803290019,1988-03-29,"France","Paris","Unknown",0,,,,,1,0,Violent Political Party,,,Western Europe,Assassination,,,Firearms,,,
198803080010,1988-03-08,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,1,0,Police,,,Western Europe,Bombing/Explosion,,,Firearms,,,
198803080007,1988-03-08,"France","Bastia","Corsican National Liberation Front (FLNC)",0,,,,,1,0,Police,,,Western Europe,Assassination,,,Firearms,,,
198802190020,1988-02-19,"France","Boucau","Iparretarrak (IK)",0,,,,,0,2,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198801040012,1988-01-04,"France","Paris","Kurdistan Workers' Party (PKK)",1,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,
198711280002,1987-11-28,"France","Calvi","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Government (General),,,Western Europe,Armed Assault,,,Incendiary,,,
198710180003,1987-10-18,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,Incendiary,,
198710180002,1987-10-18,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,Incendiary,,
198709050002,1987-09-05,"France","Saint-Cyprien","Corsican National Liberation Front (FLNC)",0,,,,,0,0,Business,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,
198708040002,1987-08-04,"France","Bastia","Corsican National Liberation Front (FLNC)",0,,,,,1,3,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198707250002,1987-07-25,"France","Capi di Muro","Unknown",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,
198706160011,1987-06-16,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,1,0,NGO,,,Western Europe,Assassination,,,Firearms,,,
198702140001,1987-02-14,"France","Paris","Red Brigades Fighting Communist Party (BR-PCC)",0,,,,,2,0,Government (General),,,Western Europe,Armed Assault,,,Firearms,,,
198612120003,1986-12-12,"France","Pau","Iparretarrak (IK)",0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198611170005,1986-11-17,"France","Paris","Action Directe",0,,,,,0,0,Business,,,Western Europe,Assassination,,,Firearms,,,
198608120003,1986-08-12,"France","Strasbourg","Armenian Secret Army for the Liberation of Armenia",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198607250008,1986-07-25,"France","Bayonne","Basque Fatherland and Freedom (ETA)",0,,,,,0,1,Government (General),,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms,Firearms
198606300015,1986-06-30,"France","Paris","Unknown",0,,,,,1,1,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
198605160017,1986-05-16,"France","Paris","Action Directe",0,,,,,0,1,Police,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,
198604250005,1986-04-25,"France","Ecully","Unknown",0,,,,,1,0,Business,,,Western Europe,Assassination,,,Firearms,,,
198604150013,1986-04-15,"France","Le Vesinet","Action Directe",0,,,,,2,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
198604060002,1986-04-06,"France","Paris","Unknown",0,,,,,0,0,Government (General),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198602080004,1986-02-08,"France","Bayonne","Unknown",0,,,,,0,5,Business,,,Western Europe,Armed Assault,,,Firearms,,,
198602040002,1986-02-04,"France","Paris","Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)",0,,,,,0,3,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198509250007,1985-09-25,"France","Bayonne","Anti-Terrorist Liberation Group (GAL)",0,,,,,4,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
198508120008,1985-08-12,"France","Paris","Unknown",0,,,,,0,1,Religious Figures/Institutions,,,Western Europe,Hostage Taking (Barricade Incident),,,Firearms,,,
198508040006,1985-08-04,"France","Saint-Jean-Pied-de-Port","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198506260008,1985-06-26,"France","Neuilly-sur-Seine","Unknown",0,,,,,0,1,Military,,,Western Europe,Assassination,,,Firearms,,,
198506260007,1985-06-26,"France","Bayonne","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
198503310001,1985-03-31,"France","Saint-Jean-de-Luz","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198501250003,1985-01-25,"France","Paris","Action Directe",0,,,,,1,0,Government (General),,,Western Europe,Assassination,,,Firearms,,,
198412020005,1984-12-02,"France","Bastia","Unknown",0,,,,,1,2,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198412020004,1984-12-02,"France","Borgo","Unknown",0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198412020003,1984-12-02,"France","L'Ile-Rousse","Unknown",0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,Unknown,,
198412020002,1984-12-02,"France","Solenzara","Unknown",0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Firearms,,,
198407310002,1984-07-31,"France","Paris","Guardsmen of Islam",0,,,,,0,0,Airports and Aircraft,,,Western Europe,Hijacking,,,Explosives/Bombs/Dynamite,Melee,Firearms,Firearms
198406070005,1984-06-07,"France","Ajaccio","Corsican National Liberation Front (FLNC)",0,,,,,2,0,Police,,,Western Europe,Bombing/Explosion,,,Unknown,Firearms,Explosives/Bombs/Dynamite,Firearms
198405030006,1984-05-03,"France","Saint-Etienne-de-Baigorry","Anti-Terrorist Liberation Group (GAL)",1,,,,,2,1,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198404230007,1984-04-23,"France","Biarritz","Anti-Terrorist Liberation Group (GAL)",1,,,,,1,0,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
198403260011,1984-03-26,"France","Strasbourg","Lebanese Armed Revolutionary Faction (LARF)",0,,,,,0,1,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,
198402250008,1984-02-25,"France","Idaux-Mendy","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198402080009,1984-02-08,"France","Paris","Abu Nidal Organization (ANO)",0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,
198402070011,1984-02-07,"France","Hendaye","Anti-Terrorist Liberation Group (GAL)",0,,,,,2,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198401270009,1984-01-27,"France","Montpellier","Unknown",1,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,Incendiary,,
198312280011,1983-12-28,"France","Saint-Jean-de-Luz","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198312190002,1983-12-19,"France","Bayonne","Anti-Terrorist Liberation Group (GAL)",0,,,,,1,0,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198310260005,1983-10-26,"France","Toulouse","Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers)",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198308270004,1983-08-27,"France","Paris","Iraqi Moslems",0,,,,,0,0,Airports and Aircraft,,,Western Europe,Hijacking,,,Firearms,Explosives/Bombs/Dynamite,,
198308150006,1983-08-15,"France","Toulouse","Anarchists",0,,,,,0,0,Religious Figures/Institutions,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198308140003,1983-08-14,"France","Toulouse","Unknown",0,,,,,0,0,Journalists & Media,,,Western Europe,Facility/Infrastructure Attack,,,Incendiary,,,
198304090014,1983-04-09,"France","Marseilles","Polish",0,,,,,0,0,Airports and Aircraft,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
198304080003,1983-04-08,"France","Marseilles","Polish",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
198301120001,1983-01-12,"France","Oletta","Corsican Separatists",0,,,,,0,0,Educational Institution,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Firearms,,
198301040003,1983-01-04,"France","Ajaccio","Corsican Revolutionary Brigade",1,,,,,0,1,Police,,,Western Europe,Assassination,,,Firearms,,,
198208120004,1982-08-12,"France","Paris","Terrorists",0,,,,,0,0,Police,,,Western Europe,Assassination,,,Firearms,,,
198208090005,1982-08-09,"France","Paris","Abu Nidal Organization (ANO)",1,,,,,6,22,Business,,,Western Europe,Bombing/Explosion,,,Firearms,Explosives/Bombs/Dynamite,,
198208010008,1982-08-01,"France","Paris","Action Directe",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,,,
198206030006,1982-06-03,"France","Perpignan","Survivors of Golfech",0,,,,,0,0,Police,,,Western Europe,Armed Assault,,,Incendiary,,,
198205280004,1982-05-28,"France","Paris","Action Directe",0,,,,,0,0,Business,,,Western Europe,Facility/Infrastructure Attack,,,Firearms,,,
198204030001,1982-04-03,"France","Paris","Lebanese Armed Revolutionary Faction (LARF)",0,,,,,1,0,Government (Diplomatic),,,Western Europe,Assassination,,,Firearms,,,
198203310017,1982-03-31,"France","Paris","Palestine Liberation Organization (PLO)",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Armed Assault,,,Firearms,Firearms,,
